structure,tense
"IN,DT,NN,,,JJ,NNS,MD,VB,VBG,DT,NNS,RB",FUTURE_CONTINUES
"IN,DT,NN,,,NNP,MD,VB,VBG,DT,NN,PRP,VBP,IN,NN",FUTURE_CONTINUES
"IN,DT,NN,,,NNP,MD,VB,VBG,IN,NN,NN,CC,NN",FUTURE_CONTINUES
"IN,DT,NN,,,NNP,MD,VB,VBG,IN,NN,NN,CC,NN,NNS",FUTURE_CONTINUES
"IN,DT,NN,,,NNP,MD,VB,VBG,JJ,NNS,IN,PRP$,JJ,NNS",FUTURE_CONTINUES
"IN,DT,NN,,,NNP,MD,VB,VBG,NNS,IN,VBG,JJ,NNS,RBR,RB",FUTURE_CONTINUES
"IN,DT,NN,,,NNS,MD,VB,VBG,JJ,NNS,IN,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,DT,NN,MD,VB,VBG,JJ,NN,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,DT,NN,MD,VB,VBG,PRP$,JJ,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,DT,NN,MD,VB,VBG,PRP$,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,DT,NNS,NN,MD,VB,VBG,PRP$,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,JJ,NN,MD,VB,JJ,TO,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,JJ,NN,MD,VB,VBG,DT,NN,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,JJ,NN,MD,VB,VBG,JJ,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,JJ,NN,NNS,MD,VB,VBG,DT,NN,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,JJ,NNS,MD,VB,VBG,DT,NN,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,PRP,MD,VB,VBG,DT,JJ,JJ,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,PRP,MD,VB,VBG,PRP$,JJ,NN,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,PRP,MD,VB,VBG,PRP$,NN,NN,IN,JJ,NNS",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,PRP,MD,VB,VBG,PRP$,NNP,NN",FUTURE_CONTINUES
"IN,DT,NN,IN,DT,NN,,,PRP,MD,VB,VBG,RP,IN,DT,NN,IN,DT,NN",FUTURE_CONTINUES
"IN,DT,NN,NN,,,PRP,MD,VB,VBG,PRP$,NN",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,JJ,NNS,MD,VB,VBG,JJ,NNS,IN,DT,NNS",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,JJ,NNS,MD,VB,VBG,PRP$,NN,RB",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NN,NN,MD,VB,VBG,RBR,JJ,TO,DT,NN",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NNP,MD,VB,VBG,DT,JJ,CC,NN,NNS",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NNP,MD,VB,VBG,DT,NN,IN,NN",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NNP,MD,VB,VBG,DT,NN,NN",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NNP,MD,VB,VBG,JJ,IN,JJ,NNS",FUTURE_CONTINUES
"IN,DT,VBG,NNS,,,NNP,MD,VB,VBG,NN,NN,CC,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,DT,NN,MD,VB,VBG,DT,JJ,NNS,IN,PRP$,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,DT,NN,MD,VB,VBG,PRP$,NN,TO,DT,NNS",FUTURE_CONTINUES
"IN,JJ,NN,,,DT,NNS,MD,VB,VBG,NNS,IN,DT,JJ,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,JJ,NN,MD,VB,VBG,DT,NN,PRP,VBP,CC,VBP",FUTURE_CONTINUES
"IN,JJ,NN,,,JJ,NN,MD,VB,VBG,DT,NN,PRP,VBP,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,DT,JJ,NN,IN,DT,JJ,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,IN,DT,NN,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,DT,NN,IN,NNS,TO,VB,PRP$,NNS",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,DT,NN,NN,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,DT,NNS,IN,DT,JJ,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,IN,DT,JJ,NN,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,IN,DT,NN,IN,DT,JJ,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,IN,JJ,NNS,TO,VB,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP$,NN,NNS",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,PRP$,JJ,JJ,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,TO,DT,JJ,NN,IN,PRP$,NN",FUTURE_CONTINUES
"IN,JJ,NN,,,PRP,MD,VB,VBG,TO,NNP,IN,DT,NN",FUTURE_CONTINUES
"NN,,,PRP,MD,VB,VBG,IN,DT,JJ,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,JJ,NN,IN,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,JJ,NNS,IN,DT,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,IN,DT,JJ,NN,IN,DT,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,IN,DT,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,IN,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,NN,TO,VB,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN,,,VBG,TO,DT,NN,CC,JJR,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN,,,VBG,TO,DT,NN,CC,JJR,NN,IN,DT,NN,CC,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,NN,IN,NN,CC,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,NN,IN,NN,CC,JJ,NNS,,,VBG,NN,CC,NN,IN,JJ,NNS,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,NN,IN,NN,CC,JJ,NNS,,,VBG,NN,CC,NN,IN,JJ,NNS,IN,JJ,NN,,,VBG,DT,NN,IN,DT,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP$,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP$,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,DT,JJ,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,JJ,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN,,,VBG,DT,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,JJ,NN,NN,TO,VB,JJ,NN,CC,NN,,,VBG,DT,NN,IN,VBG,NNS,CC,VBG,DT,NNS,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NN,TO,VB,PRP,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNP,NN,IN,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN,TO,VB,IN,DT,NNPS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN,TO,VB,PRP,VB,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN,TO,VB,PRP,VB,NN,IN,JJ,NNS,CC,VB,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN,TO,VB,PRP,VB,NN,IN,JJ,NNS,CC,VB,DT,NN,NN,,,VBG,NN,,,NN,,,CC,DT,JJ,NN,IN,PRP$,NNS,TO,VB,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJ,NNS,NN,TO,VB,PRP,VB,NN,IN,JJ,NNS,CC,VB,DT,NN,NN,,,VBG,NNS,NNS,NN,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJR,JJ,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,JJR,JJ,IN,JJ,NN,CC,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,JJ,NN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,JJ,NNS,TO,VB,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,NNP,NNP,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,PRP$,JJ,NN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,PRP$,JJS,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,PRP$,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,IN,VBG,NNS,TO,VB,PRP$,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,JJ,NN,IN,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,JJ,NNP",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,NNP,NNP",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,PRP$,NN,POS,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN,CC,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN,CC,DT,JJ,NN,TO,VB,PRP$,JJ,JJ,,,VBG,DT,JJ,NN,IN,DT,IN,PRP,CC,VBG,PRP,TO,VB,JJR,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN,CC,DT,JJ,NN,TO,VB,PRP$,JJ,JJ,,,VBG,DT,JJ,NN,IN,NNS,TO,VB",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN,CC,DT,JJ,NN,TO,VB,PRP$,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,IN,VBG,JJ,NN,CC,DT,JJ,NN,TO,VB,PRP$,JJ,NN,NN,CC,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,JJ,NN,CC,NN,NNS,IN,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,JJ,NN,CC,NN,NNS,IN,NN,CC,NN,,,VBG,PRP,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,JJ,NN,CC,NN,NNS,IN,NN,CC,NN,,,VBG,PRP,IN,DT,NN,NN,DT,IN,CC,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,NN,CC,NN,IN,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,VB,NNS,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,VB,NNS,IN,DT,NN,CC,NN,TO,DT,JJ,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,NN,TO,VB,VB,NNS,IN,DT,NN,CC,NN,TO,DT,JJ,NN,IN,NN,,,VBG,NN,CC,NN,IN,NNS,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,CC,NN,IN,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,CC,NN,IN,DT,JJ,NN,,,VBG,DT,NN,RB,TO,VB,DT,IN,NN,CC,VB,DT,JJ,NN,IN,DT,NNS,IN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,CC,NN,IN,DT,JJ,NN,,,VBG,DT,NN,RB,TO,VB,DT,IN,NN,CC,VB,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,CC,NN,IN,DT,JJ,NN,TO,VB,DT,JJ,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,NNS,IN,DT,NN,PRP,VBP",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,NN,TO,VB,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,POS,NN,IN,NN,VBG,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,DT,NN,TO,VB,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,NN,IN,VBN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,RB,TO,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,VB,IN,CC,VB,NNS,IN,JJ,NNS,,,VBG,DT,NN,IN,DT,NNS,IN,DT,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,VB,IN,CC,VB,NNS,IN,JJ,NNS,,,VBG,DT,NN,IN,DT,NNS,IN,DT,NNS,CC,VBG,DT,NN,IN,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,NN,TO,VB,VB,IN,CC,VB,NNS,IN,VBN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,TO,VB,PRP$,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,TO,VB,PRP,RB",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,JJ,NN,WDT,MD,VB,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,IN,PRP$,JJ",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,IN,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,JJ,NN,NNS,CC,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NNS,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NNS,IN,DT,NN,CC,VB,PRP$,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NNS,IN,DT,NN,CC,VB,PRP$,NN,IN,DT,NN,,,RB,VBG,TO,VB,CC,VB,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,PRP$,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,PRP$,NN,CC,NN,,,VBG,DT,NN,IN,PRP$,JJ,NNS,CC,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,PRP$,NN,CC,NN,,,VBG,DT,NN,IN,PRP$,JJ,NNS,CC,JJ,NN,,,VBG,DT,JJ,NN,IN,DT,WP,VBP,PRP$",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,NN,TO,VB,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,TO,VB,JJ",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,TO,VB,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NN,WDT,VBZ,NN,IN,DT,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NNS,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,DT,NNS,IN,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NN,CC,VB,JJ,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NN,CC,VB,JJ,JJ,NNS,,,VBG,NN,IN,DT,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,CC,NNS,TO,VB,PRP$,NN,CC,VB,JJ,JJ,NNS,,,VBG,NN,IN,DT,NN,IN,DT,NN,CC,VBG,NNS,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,IN,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,TO,VB,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NN,NNS,TO,VB,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NNS,TO,VB,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NNS,TO,VB,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,NNS,TO,VB,JJ,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,VBG,NNS,IN,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,JJ,VBG,NNS,TO,VB,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,NN,NNS,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,NNP,IN,DT,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,NNS,IN,JJ,NNS,TO,VB,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,PRP$,NNS,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,IN,PRP,IN,DT,NN,WRB,PRP$,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NN,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NN,TO,VB,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NN,TO,VB,PRP,IN,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NN,TO,VB,PRP,IN,NN,CC,NN,,,VBG,PRP,TO,VB,NNS,CC,VB,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NN,TO,VB,PRP,IN,NN,CC,NN,,,VBG,PRP,TO,VB,NNS,CC,VB,PRP$,NNS,,,VBG,DT,NN,IN,NN,CC,NN,IN,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNP,NN,IN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,CC,NNS,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,DT,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,DT,NN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,DT,NN,NN,TO,VB,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,PRP$,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,PRP$,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,IN,PRP,VBZ,IN,DT,NN,NN,IN,DT,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,JJ,NN,CC,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP$,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP$,NN,RB",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP,VB,IN,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP,VB,IN,PRP$,NNS,CC,VBP,PRP$,JJ,NN,IN,PRP$,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP,VB,IN,PRP$,NNS,CC,VBP,PRP$,JJ,NN,IN,PRP$,JJ,NNS,,,VBG,NN,CC,NN,TO,DT,JJ,NN,IN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP,VB,IN,PRP$,NNS,CC,VBP,PRP$,JJ,NN,IN,PRP$,JJ,NNS,,,VBG,NNS,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,JJ,NNS,TO,VB,PRP,VB,PRP$,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,CC,NN,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,CC,NN,TO,VB,JJ,NN,CC,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,CC,NN,TO,VB,JJ,NN,CC,JJ,NN,,,VBG,NN,CC,NN,VBP,DT,NN,IN,JJ,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,CC,NN,TO,VB,JJ,NN,CC,JJ,NN,,,VBG,NN,CC,NN,VBP,DT,NN,IN,JJ,NN,,,VBG,IN,PRP$,NN,NN,CC,VBG,DT,NN,IN,NN",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,NNS,TO,VB,JJ,NN,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,NNS,TO,VB,VBN,IN,DT,JJS,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NN,TO,VB,JJ,JJ,NNS",FUTURE_CONTINUES
"PRP,MD,VB,VBG,NNP,IN,DT,JJ,NN",FUTURE_CONTINUES
